 Campaign Name,Campaign Tag/Coupon Code,Brand,Category,Channel,Platform,Coupon Type,Max Uses,Minimum Subtotal,Discount Amount,Max Discount,Start Date,Expiration Date,Violator Copy,CAID,Notes,URL (LM use)
Paid Social_Holiday22Placeholder_3,10780FB,Winc,Non-Gifting,Paid Social,Facebook,Dynamic Discount,10000,29.95,29.95,34,11/1/2023,12/31/2023,New Member Offer! Get 4 bottles for $29.95 + shipping's on us!,6879384,LS,
Paid Search_EarlyBlackFridaySpecial,62646GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,24.95,24.95,39,11/14/2022,11/23/2022,Early Black Friday Special! Get 4 bottles for $24.95 + shipping's on us!,6879389,LS,
Paid Search_BFCM,62647GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,22.95,22.95,41,11/24/2022,11/1/2023,Black Friday Weekend Special! Get 4 bottles for $22.95 + shipping's on us!,6879395,LS,
Paid Search_WinterBlowOut,62648GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,24.95,24.95,39,12/12/2022,12/17/2022,Winter Blow Out! Get 4 bottles for $24.95 + shipping's on us!,6879401,LS,
Paid Search_OOOSpecial,62649GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,24.95,24.95,39,12/26/2022,12/31/2022,Out of Office Special! Get 4 bottles for $24.95 + shipping's on us!,6879404,LS,
Paid Search_NewYearsDay,62650GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,20.23,20.23,43.72,1/1/2023,1/1/2023,New Year's Day Special! Get 4 bottles for $20.23 + shipping's on us!,6879412,LS,
Paid Search_NewYearNewMe,62651GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,28.95,28.95,35,1/2/2023,1/14/2023,"New Year, New Me! Get 4 bottles of no-sugar wine for $28.95 + shipping's on us!",6879419,LS,
Paid Search_Holiday22Placeholder,62652GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,29.95,29.95,34,11/1/2023,12/31/2023,New Member Offer! Get 4 bottles for $29.95 + shipping's on us!,6879421,LS,
Paid Search_Holiday22Placeholder_1,62653GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,29.95,29.95,34,11/1/2023,12/31/2023,New Member Offer! Get 4 bottles for $29.95 + shipping's on us!,6879424,LS,
Paid Search_Holiday22Placeholder_2,62654GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,29.95,29.95,34,11/1/2023,12/31/2023,New Member Offer! Get 4 bottles for $29.95 + shipping's on us!,6879427,LS,
Paid Search_Holiday22Placeholder_3,62655GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,29.95,29.95,34,11/1/2023,12/31/2023,New Member Offer! Get 4 bottles for $29.95 + shipping's on us!,6879431,LS,
Paid Search_EarlyBlackFridaySpecial_Shopping,62656GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,24.95,24.95,39,11/14/2022,11/23/2022,Early Black Friday Special! Get 4 bottles for $24.95 + shipping's on us!,6879434,LS,
Paid Search_BFCM_Shopping,62657GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,22.95,22.95,41,11/24/2022,11/1/2023,Black Friday Weekend Special! Get 4 bottles for $22.95 + shipping's on us!,6879365,KP,
Paid Search_WinterBlowOut_Shopping,62658GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,24.95,24.95,39,12/12/2022,12/17/2022,Winter Blow Out! Get 4 bottles for $24.95 + shipping's on us!,6879371,KP,
Paid Search_OOOSpecial_Shopping,62659GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,24.95,24.95,39,12/26/2022,12/31/2022,Out of Office Special! Get 4 bottles for $24.95 + shipping's on us!,6879377,KP,
Paid Search_NewYearsDay_Shopping,62660GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,20.23,20.23,43.72,1/1/2023,1/1/2023,New Year's Day Special! Get 4 bottles for $20.23 + shipping's on us!,6879383,KP,
Paid Search_NewYearNewMe_Shopping,62661GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,28.95,28.95,35,1/2/2023,1/14/2023,"New Year, New Me! Get 4 bottles of no-sugar wine for $28.95 + shipping's on us!",6879386,KP,
Paid Search_Holiday22Placeholder_Shopping,62662GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,29.95,29.95,34,11/1/2023,12/31/2023,New Member Offer! Get 4 bottles for $29.95 + shipping's on us!,6879394,KP,
Paid Search_Holiday22Placeholder_1_Shopping,62663GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,29.95,29.95,34,11/1/2023,12/31/2023,New Member Offer! Get 4 bottles for $29.95 + shipping's on us!,6879401,KP,
Paid Search_Holiday22Placeholder_2_Shopping,62664GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,29.95,29.95,34,11/1/2023,12/31/2023,New Member Offer! Get 4 bottles for $29.95 + shipping's on us!,6879410,KP,
Paid Search_Holiday22Placeholder_3_Shopping,62665GA,Winc,Non-Gifting,Paid Search - Non-Brand,Google,Dynamic Discount,10000,29.95,29.95,34,11/1/2023,12/31/2023,New Member Offer! Get 4 bottles for $29.95 + shipping's on us!,6879416,KP,
Paid Search_EarlyBlackFridaySpecial,62666GA,Winc,Non-Gifting,Paid Search - Brand,Google,Dynamic Discount,10000,24.95,24.95,39,11/14/2022,11/23/2022,Early Black Friday Special! Get 4 bottles for $24.95 + shipping's on us!,6879422,KP,
Paid Search_BFCM,62667GA,Winc,Non-Gifting,Paid Search - Brand,Google,Dynamic Discount,10000,22.95,22.95,41,11/24/2022,11/1/2023,Black Friday Weekend Special! Get 4 bottles for $22.95 + shipping's on us!,6879425,KP,
Paid Search_WinterBlowOut,62668GA,Winc,Non-Gifting,Paid Search - Brand,Google,Dynamic Discount,10000,24.95,24.95,39,12/12/2022,12/17/2022,Winter Blow Out! Get 4 bottles for $24.95 + shipping's on us!,6879432,KP,
Paid Search_OOOSpecial,62669GA,Winc,Non-Gifting,Paid Search - Brand,Google,Dynamic Discount,10000,24.95,24.95,39,12/26/2022,12/31/2022,Out of Office Special! Get 4 bottles for $24.95 + shipping's on us!,6879436,KP,
Paid Search_NewYearsDay,62670GA,Winc,Non-Gifting,Paid Search - Brand,Google,Dynamic Discount,10000,20.23,20.23,43.72,1/1/2023,1/1/2023,New Year's Day Special! Get 4 bottles for $20.23 + shipping's on us!,6879440,KP,
Paid Search_NewYearNewMe,62671GA,Winc,Non-Gifting,Paid Search - Brand,Google,Dynamic Discount,10000,28.95,28.95,35,1/2/2023,1/14/2023,"New Year, New Me! Get 4 bottles of no-sugar wine for $28.95 + shipping's on us!",6879446,KP,
Paid Search_Holiday22Placeholder,62672GA,Winc,Non-Gifting,Paid Search - Brand,Google,Dynamic Discount,10000,29.95,29.95,34,11/1/2023,12/31/2023,New Member Offer! Get 4 bottles for $29.95 + shipping's on us!,6879449,KP,
Paid Search_Holiday22Placeholder_1,62673GA,Winc,Non-Gifting,Paid Search - Brand,Google,Dynamic Discount,10000,29.95,29.95,34,11/1/2023,12/31/2023,New Member Offer! Get 4 bottles for $29.95 + shipping's on us!,6879447,LS,
Paid Search_Holiday22Placeholder_2,62674GA,Winc,Non-Gifting,Paid Search - Brand,Google,Dynamic Discount,10000,29.95,29.95,34,11/1/2023,12/31/2023,New Member Offer! Get 4 bottles for $29.95 + shipping's on us!,6879443,LS,
Paid Search_Holiday22Placeholder_3,62675GA,Winc,Non-Gifting,Paid Search - Brand,Google,Dynamic Discount,10000,29.95,29.95,34,11/1/2023,12/31/2023,New Member Offer! Get 4 bottles for $29.95 + shipping's on us!,6879438,LS,
Paid Social_No Sugar LP Test,10781FB,Winc,Non-Gifting,Paid Social,Facebook,Dynamic Discount,10000,29.95,29.95,34,11/1/2023,12/31/2023,New Member Offer! Get 4 bottles for $29.95 + shipping's on us!,6889174,JL,https://drink.winc.com/no-sugar-lp
